,location,name,span,verb
15795,57315,Harry,    When Harry next saw Lee,saw
15796,57316,Harry,Harry recommended essence of Murtlap.,recommended
15797,57317,Harry,"    Harry had thought the breakout from Azkaban might have humbled Umbridge a little, that she might have been abashed at the catastrophe that had occurred right under the nose of her beloved Fudge.",thought
15798,57330,Umbridge,that Umbridge was steadily depriving him of everything that made his life at Hogwarts worth living,depriving
15799,57332,Harry,"    Harry was pleased to see that all of them, even Zacharias Smith, had been spurred on to work harder than ever by the news that ten more Death Eaters were now on the loose, but in nobody was this improvement more pronounced than in Neville.",was
15800,57336,Neville,"In fact, Neville barely spoke during the DA meetings any more, but worked relentlessly on every new jinx and counter-curse Harry taught them, his plump face screwed up in concentration, apparently indifferent to injuries or accidents and working harder than anyone else in the room.",spoke
15801,57340,Harry,"On the contrary, Harry felt he was getting \vorse with every lesson.",felt
15802,57348,Harry,"    The lessons with Snape are making it worse,' said Harry flatly 'I'm getting sick of my scar hurting",said
15803,57351,Hermione,"    That's not funny,' said Hermione sharply.",said
15804,57352,Dumbledore,"'Dumbledore doesn't want you to have dreams about that corridor at all, or he wouldn't have asked Snape to teach you Occlumency.",want
15805,57360,Ron,said Ron slowly.,said
15806,57362,Hermione,"said Hermione, rather snappishly.",said
15807,57363,Ron,"    'Maybe it's not Harry's fault he can't close his mind,' said Ron darkly.",said
15808,57365,Hermione,said Hermione.,said
15809,57366,Snape,"    'Well, maybe Snape isn't really trying to help Harry .",trying
15810,57369,Harry,    Harry and Hermione stared at him.,stared
15811,57370,Ron,Ron looked darkly and meaningfully from one to the other.,looked
15812,57375,Hermione,"    'Shut up, Ron,' said Hermione angrily.",said
15813,57378,Ron,"    'He used to be a Death Eater,' said Ron stubbornly.",said
15814,57384,Harry,Before Harry knew it,knew
15815,57385,Harry,"Harry had had very little time to spare for conversations with Cho since they had agreed to visit the village together, but suddenly found himself facing a Valentine's Day spent entirely in her company.",had
15816,57399,Harry,"I dunno,' said Harry uncertainly.",said
15817,57400,Cho,'Cho might be expecting me to spend the whole day with her.,expecting
15818,57402,Hermione,"    Well, bring her along if you must,' said Hermione urgently.",said
15819,57411,Harry,"Harry asked Ron, but he shook his head, looking glum.",asked
15820,57412,Angelina,    'I can't come into Hogsmeade at all; Angelina wants a full day's training.,wants
15821,57416,Angelina,why Angelina won't just let me resign,let
15822,57417,Harry,"    It's because you're good when you're on form, that's why,' said Harry irritably.",said
15823,57419,Ron,"Ron seemed to have noticed Harry's tone, because he did not mention Quidditch again during breakfast, and there was a slight frostiness in the way they said goodbye to each other shortly afterwards.",seemed
15824,57420,Ron,"Ron departed for the Quidditch pitch and Harry, after attempting to flatten his hair while staring at his reflection in the back of a teaspoon, proceeded alone to the Entrance Hall to meet Cho, feeling very apprehensive and wondering what on earth they were going to talk about.",departed
15825,57423,Cho,"    'Hi,' said Cho slightly breathlessly.",said
15826,57424,Harry,"    'Hi,' said Harry.",said
15827,57425,Harry,"    They stared at each other for a moment, then Harry said, 'Well - er - shall we go, then?'",said
15828,57431,Harry,as they passed the Quidditch stadium Harry glimpsed Ron and,glimpsed
15829,57432,Ginny,    Ginny skimming along over the stands and felt a horrible pang that he was not up there with them.,skimming
15830,57434,Cho,said Cho.,said
15831,57436,Harry,"    'Yeah,' sighed Harry.",sighed
15832,57440,Harry,"    'Yeah,' said Harry, grinning.",said
15833,57449,Harry,Harry could hardly believe how easy it was to talk to her -,believe
15834,57455,Diggory,at least Diggory was good-looking!',was
15835,57462,Harry,Harry asked as they entered Hogsmeade.,asked
15836,57467,Cho,"I don't mind,' said Cho, shrugging.",said
15837,57476,Cho,"    It's funny, isn't it,' said Cho in a low voice, gazing up at the pictures of the Death Eaters, 'remember when that Sirius Black escaped, and there were Dementors all over Hogsmeade looking for him?",said
15838,57480,Harry,"    'Yeah,' said Harry, tearing his eyes away from Bellatrix Lestrange's face to glance up and down the High Street.",said
15839,57494,Cho,"said Cho tentatively, as the rain began to fall more heavily.",said
15840,57495,Harry,"    'Yeah, all right,' said Harry, looking around.",said
15841,57498,Harry,that Harry had never noticed before,noticed
15842,57502,Cho,said Cho happily.,said
15843,57506,Harry,"yeah,' said Harry untruthfully.",said
15844,57508,Cho,"said Cho, indicating a number of golden cherubs that were hovering over each of the small, circular tables, occasionally throwing pink confetti over the occupants.",said
15845,57513,Davies,"Roger Davies, the Ravenclaw Quidditch Captain, was sitting about a foot and a half away with a pretty blonde girl.",sitting
15846,57515,Harry,"Harry feel uncomfortable,",feel
15847,57516,Cho,Perhaps Cho would expect him to hold her hand.,expect
15848,57518,Puddifoot,"said Madam Puddifoot, a very stout woman with a shiny black bun, squeezing between their table and Roger Davies's with great difficulty.",said
15849,57519,Cho,"    Two coffees, please,' said Cho.",said
15850,57520,Davies,"    In the time it took for their coffees to arrive, Roger Davies and his girlfriend had started kissing over their sugar bowl.",started
15851,57524,Cho,"    After a few more painful minutes, Cho mentioned Umbridge.",mentioned
15852,57525,Harry,"Harry seized on the subject with relief and they passed a few happy moments abusing her, but the subject had already been so thoroughly canvassed during DA meetings it did not last very long.",seized
15853,57527,Harry,Harry was very conscious of the slurping noises coming from the table next door and cast wildly around for something else to say.,was
15854,57533,Cho,    Cho raised her eyebrows.,raised
15855,57547,Cho,    But Cho did not sound as though she thought it was nice at all.,sound
15856,57549,Harry,"    A few more minutes passed in total silence, Harry drinking his coffee so fast that he would soon need a fresh cup.",drinking
15857,57551,Davies,    Roger Davies and his girlfriend seemed glued together at the tips.,seemed
15858,57557,Cho,"    But just as he moved his hand forwards, Cho took hers off the table.",took
15859,57558,Davies,Roger Davies kissing his girlfriend with a mildly interested expression,kissing
15860,57563,Harry,"    Harry, who had grabbed the sugar bowl to excuse his sudden lunging movement across the table, could not think why she was telling him this.",think
15861,57567,Cho,"    'I came in here with Cedric last year,' said Cho.",said
15862,57603,Harry,"Well - I have talked about it,' Harry said in a whisper, 'to Ron and Hermione, but - '",said
15863,57612,Harry,"    Harry stared at her, utterly bewildered, as she seized a frilly napkin and dabbed at her shining face with it.",stared
15864,57614,Roger,Roger would seize his girlfriend and start kissing her again to stop her goggling at him and Cho,seize
15865,57622,Harry,"said Harry, and he was so relieved at finally understanding what she was annoyed about that he laughed, which he realised a split second too late was also a mistake.",said
15866,57623,Cho,    Cho sprang to her feet.,sprang
15867,57627,Harry,"Harry called after her, but the door had already swung shut behind her with a tuneful tinkle.",called
15868,57639,Hagrid,"Hagrid was sitting alone in a corner, looking morose.",sitting
15869,57642,Hagrid,    Hagrid jumped and looked down at Harry as though he barely recognised him.,jumped
15870,57643,Harry,Harry saw that he had two fresh cuts on his face and several new bruises.,saw
15871,57644,Hagrid,"    'Oh, it's yeh, Harry,' said Hagrid.",said
15872,57649,Hagrid,said Hagrid.,said
15873,57652,Harry,Harry didn't know what to say to him.,know
15874,57654,Hagrid,"Then Hagrid said abruptly, 'In the same boat, yeh an' me, aren' we, 'Any?'",said
15875,57655,Harry,    'Er - ' said Harry.,said
15876,57662,Hagrid,"Hagrid, nodding wisely",nodding
15877,57676,Harry,"I s'pose,' said Harry cautiously.",said
15878,57677,Hagrid,Hagrid seemed to be in a very strange mood.,seemed
15879,57683,Harry,",' said Harry, unable to stop himself, 'where are you getting all these injuries?'",said
15880,57685,Hagrid,"said Hagrid, looking startled.",said
15881,57688,Harry,"said Harry, pointing at Hagrid's face.",said
15882,57692,Hagrid,Hagrid c.ismissively 'I got a rough job,got
15883,57699,Harry,"Harry watched him go, feeling miserable.",watched
15884,57700,Hagrid,"Hagrid was unhappy and he was hiding something, but he seemed determined not to accept help.",was
15885,57702,Harry,before Harry could think about it any further,think
15886,57705,Hermione,    Hermione was waving at him from the other side of the room.,waving
15887,57707,Hermione,that Hermione was not alone,was
15888,57710,Hermione,"said Hermione, moving along to give him room to sit down. ']",said
15889,57713,Rita,"said Rita at once, twisting round in her seat to stare avidly at Harry.",said
15890,57716,Eermione,"Its none of your business if Harry's been with a hundred girls,' Eermione told Rita coolly.",told
15891,57718,Rita,    Rita had been on the point of withdrawing an acid-green quill from her bag.,been
15892,57721,Harry,"Harry asked, sitting down and staring from Rita to Luna to Hermione.",asked
15893,57723,Rita,"said Rita, taking a large slurp of her drink.",said
15894,57726,Hermione,"    'Yes, I suppose you are,' said Hermione coldly.",said
15895,57731,Hermione,"and that's a promise,' said Hermione irritably.",said
15896,57733,Rita,"said Rita, wiping her mouth on the back of her hand.",said
15897,57739,Hermione,"    'Yes, yes, one of these days you'll write more horrible stories about Harry and me,' said Hermione indifferently.",said
15898,57741,Rita,"    They've run plenty of horrible stories about Harry this year without my help,' said Rita, shooting a sideways look at him over the top of her glass and adding in a rough whisper, 'How has that made you feel, Harry?",said
15899,57745,Hermione,"He feels angry, of course,' said Hermione in a hard, clear voice.",said
15900,57748,Rita,"said Rita, lowering her glass and subjecting Harry to a piercing stare while her finger strayed longingly to the clasp of the crocodile bag.",said
15901,57758,Potter,"And then, beneath a nice big photograph of you, ""Disturbed teenage survivor of You-Know-Who's attack, Harry Potter, 15, caused outrage yesterday by accusing respectable and prominent members of the wizarding community of being Death Eaters .",caused
15902,57764,Hermione,"    'As a matter of fact,' said Hermione sweetly, 'that's exactly what",said
15903,57765,Rita,    Rita stared at her.,stared
15904,57766,Harry,So did Harry.,did
15905,57767,Weasley,Weasley is our King' dreamily under her breath and stirred her drink with a cocktail onion on a stick,is
15906,57769,Rita,Rita asked Hermione in a hushed voice.,asked
15907,57770,Hermione,"    'Yes, I do,' said Hermione.",said
15908,57773,Harry,Exactly a; Harry reports them.,reports
15909,57775,Rita,"    Rita blotted the front of her grubby raincoat, still staring at Hermione.",blotted
15910,57776,Prophet,The Prophet wouldn't print it,print
15911,57780,Harry,how Harry's lost his marbles,lost
15912,57781,Hermione,said Hermione angrily.,said
15913,57784,Rita,"    There's no market for a story like that,' said Rita coldly.",said
15914,57786,Rita,"    Rita gave Hermione a long, hard look.",gave
15915,57794,Hermione,said Hermione scathingly.,said
15916,57795,Rita,"    Rita sat up straight again, her eyebrows raised, and drained her glass of Firewhisky,",sat
15917,57797,Luna,",' said Luna, chipping into the conversation unexpectedly",said
15918,57801,Rita,    Rita looked disparagingly at Luna.,looked
15919,57805,Luna,"    'No,' said Luna, dipping her onion back into her Gillywater, 'he's the editor of The Quibbler.'",said
15920,57806,Rita,    Rita snorted so loudly that people at a nearby table looked round in alarm.,snorted
15921,57811,Hermione,said Hermione pleasantly.,said
15922,57812,Luna,'Luna says her father's quite happy to take Harry's interview.,says
15923,57814,Rita,"    Rita stared at them both for a moment, then let out a great whoop of laughter.",stared
15924,57818,Hermione,"    'Some people won't,' said Hermione in a level voice.",said
15925,57824,Luna,"    'I don't think Daddy exactly pays people to write for the magazine,' said Luna dreamily.",said
15926,57826,Skeeter,    Rita Skeeter looked as though the taste of Stinksap was strong in her mouth again as she rounded on Hermione.,looked
15927,57828,Hermione,"Hermione calmly, taking a sip of her drink",taking
15928,57830,Prophet,"Of course, the Prophet might give you rather a lot for an insider's account of life in Azkaban.'",give
15929,57831,Rita,    Rita looked as though she would have liked nothing better than to seize the paper umbrella sticking out of Hermione's drink and thrust it up her nose.,looked
15930,57833,Rita,"said Rita, her voice shaking slightly.",said
15931,57835,Luna,"    'Daddy will be pleased,' said Luna brightly.",said
15932,57838,Hermione,"said Hermione, turning to him.",said
15933,57841,Hermione,"    'Fire away, then, Rita,' said Hermione serenely, fishing a cherry out from the bottom of her glass.",said
15934,57846,Rita,"Rita had pressed him for every little detail and he had given her everything he could remember, knowing that this was his one big opportunity to tell the world the truth.",pressed
15935,57853,Harry,Harry knew he was listening.,knew
15936,57854,Neville,"    'It's the right thing to do, Harry,' said Neville, who was sitting opposite him.",said
15937,57865,Voldemort,what Voldemort's capable of,'s
15938,57866,Neville,",' said Neville, nodding, 'and his Death Eaters, too",said
15939,57872,Neville,    Neville left his sentence hanging and returned to his baked potato.,left
15940,57873,Seamus,"Seamus looked up, but when he caught Harry's eye he looked quickly back at his plate again.",looked
15941,57874,Dean,"After a while, Dean, Seamus and Neville departed for the common room, leaving Harry and Hermione at the table waiting for Ron, who had riot yet had dinner because of Quidditch practice.",departed
15942,57875,Chang,    Cho Chang walked into the Hall with her friend Marietta.,walked
15943,57877,Hermione,"    'Oh, I forgot to ask you,' said Hermione brightly, glancing over at the Ravenclaw table, 'what happened on your date with Cho?",said
15944,57885,Harry,"said Harry, pulling a dish of rhubarb crumble towards him and helping himself to seconds, 'a complete fiasco, now you mention it.'",said
15945,57894,Hermione,    Hermione glanced over at the back of Clio's head and sighed.,glanced
15946,57898,Harry,"said Harry, outraged.",said
15947,57899,Davies,that Roger Davies asked her out and how she used to go and snog Cedric in that stupid teashop,asked
15948,57900,Hermione,"    Well, you see,' said Hermione, with the patient air of someone explaining that one plus one equals iwo to an over-emotional toddler, 'you shouldn't have told her that you wanted to meet me halfway through your date.'",said
15949,57902,Hermione,"    'You should have told her differently' said Hermione, still with that maddeningly patient air.",said
15950,57904,Hermione,",' Hermione added as an afterthought",added
15951,57905,Harry,"    'But I don't think you're ugly,' said Harry",said
15952,57906,Hermione,    Hermione laughed.,laughed
15953,57910,Ron,as Ron himself came,came
15954,57916,Hermione,"    'Girls don't often ask questions like that,' said Hermione.",said
15955,57918,Harry,said Harry forcefully.,said
15956,57919,Cedric,Cedric dying,dying
15957,57922,Ron,"    'You should write a book,' Ron told Hermione as he cut up his potatoes, 'translating mad things girls do so boys can understand them.'",told
15958,57923,Harry,"    'Yeah,' said Harry fervently, looking over at the Ravenclaw table.",said
15959,57924,Cho,"Cho had just got up, and, still not looking at him, she left the Great Hall.",got
15960,57927,Ron,"    'It was a nightmare,' said Ron in a surly voice.",said
15961,57928,Hermione,"    'Oh come on,' said Hermione, looking at Ginny, 'I'm sure it wasn't that - '",said
15962,57929,Ginny,"    'Yes, it was,' said Ginny.",said
15963,57931,Angelina,Angelina was nearly in tears by the end of it.',was
15964,57935,Harry,when Harry shook his head,shook
15965,57939,George,"    'Come on, Ginny's not bad,' said George fairly, sitting down next to Fred.",said
15966,57941,Hermione,"    'She's been breaking into your broom shed in the garden since the age of six and taking each of your brooms out in turn when you weren't looking,' said Hermione from behind her tottering pile of Ancient Rune books.",said
15967,57942,George,"    'Oh,' said George, looking mildly impressed.",said
15968,57944,Ron,    'Has Ron saved a goal yet?',saved
15969,57946,Fred,"    'Well, he can do it if he doesn't think anyone's watching him,' said Fred, rolling his eyes.",said
15970,57951,Hermione,    Hermione cast him a stern look.,cast
15971,57953,Fred,"    'Told you already, we're not fussed about NEWTs,' said Fred.",said
15972,57955,George,    George yawned widely and looked out disconsolately at the cloudy night sky.,yawned
15973,57957,Smith,11 Zacharias Smith beats us,beats
15974,57958,Fred,"    'Kill him, more like,' said Fred firmly.",said
15975,57959,Hermione,"Hermione absent-mindedly, once again bent over her Runes translation",bent
15976,57964,Harry,",' said Harry, shaking his head, 'you're good on feelings and stuff, but you just don't understand about Quidditch.'",said
15977,57966,Harry,though Harry would rather have jumped off the Astronomy Tower than admit it to her,jumped
15978,57969,Ginny,"The miracle was that Gryffindor only lost by ten points: Ginny managed to snatch the Snitch from right under Hufflepuff Seeker Summerby's nose, so that the final score was two hundred and forty versus two hundred and thirty.",managed
15979,57970,Harry,"    'Good catch,' Harry told Ginny back in the common room, where the atmosphere resembled that of a particularly dismal funeral.",told
15980,57972,Summerby,Summerby's got a cold,got
15981,57975,Ginny,"    'You're banned as long as Umbridge is in the school,' Ginny corrected him.",corrected
15982,57979,Angelina,Angelina and Alicia are both leaving next year and I prefer goal-scoring to Seeking anyway',leaving
15983,57980,Harry,"    Harry looked over at Ron, who was hunched in a corner, staring at his knees, a bottle of Butlerbeer clutched in his hand.",looked
15984,57983,Harry,"    Harry liked Angelina for the faith she was showing in Ron, but at the same time thought it would really be kinder to let him leave the team.",liked
15985,57984,Ron,Ron had left the pitch to another booming chorus of 'Weasley,left
15986,57985,Fred,    Fred and George wandered over.,wandered
15987,57986,Fred,",' said Fred, looking over at Ron's crumpled figure",said
15988,57993,Ron,    Ron dragged himself up to bed shortly after this.,dragged
15989,57995,Harry,"    Harry got into bed, thinking about the match.",got
15990,58000,Ginny,if Ginny hadn't hesitated,hesitated
15991,58001,Umbridge,    Umbridge had been sitting a few rows below Harry and Hermione.,sitting
15992,58004,Snape,as Snape kept instructing him at the end of every Occlumency lesson,kept
15993,58032,Hermione,Hermione was not the only person eagerly awaiting her Daily Prophet,was
15994,58033,Harry,while Harry helped himself to orange juice,helped
15995,58041,Ron,"Ron asked in amazement, as the whole of Gryffindor table leaned forwards to watch and another seven owls landed amongst the first ones, screeching, hooting and flapping their wings.",asked
15996,58043,Hermione,"Hermione breathlessly, plunging her hands into the feathery mass and pulling out a screech owl bearing a long, cylindrical package",plunging
15997,58045,Harry,    Harry ripped off the brown packaging.,ripped
15998,58053,Luna,"said Luna, who had drifted over to the Gryffindor table and now squeezed herself on to the bench between Fred and Ron.",said
15999,58056,Hermione,",' said Hermione eagerly.",said
16000,58058,Harry,"    'Help yourself,' said Harry, feeling slightly bemused.",said
16001,58059,Ron,    Ron and Hermione both started ripping open envelopes.,started
16002,58060,Ron,"    'This one's from a bloke who thinks you're off your rocker,' said Ron, glancing down his letter.",said
16003,58064,Hermione,"    This woman recommends you try a good course of Shock Spells at St Mungo's,' said Hermione, looking disappointed and crumpling up a second.",said
16004,58065,Harry,Harry slowly scanning a long letter from a witch in Paisley,scanning
16005,58067,Fred,"    This one's in two minds,' said Fred, who had joined in the letter-opening with enthusiasm.",said
16006,58071,Hermione,said Hermione excitedly.,said
16007,58079,Ron,"Another one who thinks you're barking,' said Ron, throwing a crumpled letter over his shoulder '.",said
16008,58085,Harry,    Harry looked up with his hands full of envelopes.,looked
16009,58086,Umbridge,"Professor Umbridge was standing behind Fred and Luna, her bulging toad's eyes scanning the mess of owls and letters on the table in front of Harry.",standing
16010,58091,Fred,said Fred loudly.,said
16011,58095,Harry,"    Harry hesitated, but he did not see how he could keep what he had done quiet",hesitated
16012,58096,Harry,"    'People have written to me because I gave an interview,' said Harry.",said
16013,58103,Harry,"and I answered them,' said Harry.",said
16014,58110,Harry,"    'Last Hogsmeade weekend,' said Harry.",said
16015,58130,Hermione,Hermione caught sight of one of these signs she beamed with pleasure,caught
16016,58132,Harry,Harry asked her.,asked
16017,58134,Hermione,Hermione breathed.,breathed
16018,58136,Hermione,that Hermione was quite right,was
16019,58137,Harry,though Harry had not seen so much as a corner of The Quibbler anywhere in the school,seen
16020,58139,Hermione,"Hermione told Harry, her eyes shining, 'and Harry, I think they believe you, I really do",told
16021,58147,Cho,Cho catching up with him as he was hurrying along to Transfiguration the next day,catching
16022,58154,Seamus,"And unbelievably, no sooner had he arrived outside Transfiguration than something just as good happened: Seamus stepped out of the queue to face him.",stepped
16023,58157,Hermione,Hermione whispered,whispered
16024,58159,Harry,Harry knew perfectly well why they were acting like this,knew
16025,58160,Hermione,"    'And the best bit,' whispered Hermione gleefully, as they left the library, 'is they can't contradict you, because they can't admit they've read the article!'",whispered
16026,58161,Luna,"    To cap it all, Luna told him over dinner that no issue of The Quibbler had ever sold out faster.",told
16027,58162,Dad,    'Dad's reprinting!',reprinting
16028,58165,Harry,    Harry was a hero in the Gryffindor common room that night.,was
16029,58166,Fred,"Daringly, Fred and George had put an Enlargement Charm on the front cover of The Quibbler and hung it on the wall, so that Harry's giant head gazed down upon the proceedings, occasionally saying things like THE MINISTRY ARE MORONS' and 'EAT DUNG, UMBRIDGE' in a booming voice.",put
16030,58167,Hermione,Hermione did not find this very amusing,find
16031,58168,Harry,"Harry had to admit that the poster was not quite as funny after an hour or two, especially when the talking spell had started to wear off, so that it merely shouted disconnected words like 'DUNG' and 'UMBRIDGE' at more and more frequent intervals in a progressively higher voice.",had
16032,58182,Harry,",' said Harry, in a high, cold voice that pulsed with anger",said
16033,58186,Harry,"    'I do not blame you, Rookwood,' said Harry in that cold, cruel voice.",said
16034,58210,Harry,"    'You have done well to tell me this,' said Harry.",said
16035,58242,Harry,"    Left alone in the dark room, Harry turned towards the wall.",turned
16036,58244,Harry,Harry moved towards it.,moved
16037,58257,Harry,"    Harry Hailed around madly, became entangled in the hangings and fell out of his bed.",hailed
16038,58283,Harry,"    Harry groaned and sank, shaking, on to his bed, rubbing his scar.",groaned
16039,58289,Ron,"said Ron, sounding scared.",said
16040,58294,Harry,"    'I was You-Know-Who,' said Harry, and he stretched out his hands in the darkness and held them up to his face, to check that they were no longer deathly white and long-fingered.",said
16041,58309,Ron,Ron said.,said
16042,58311,Harry,"    The weapon,' Harry finished the sentence for him.",finished
16043,58313,Dean,    The dormitory door opened; Dean and Seamus came in.,came
16044,58314,Harry,Harry swung his legs back into bed.,swung
16045,58317,Harry,"    'Yeah,' said Harry quietly.",said
16046,58320,Harry,"    'I haven't got to tell anyone,' said Harry shortly.",said
16047,58329,Harry,Harry and Ron waited until break next morning to tell Hermione exactly what had happened,waited
16048,58330,Harry,"Standing in their usual corner of the cool and breezy courtyard, Harry told her every detail of the dream he could remember.",told
16049,58336,Healer,what the Healer told us,told
16050,58342,Malfoy,for Lucius Malfoy to put the curse on him,put
16051,58344,Harry,"I had my hearing,' said Harry.",said
16052,58352,Hermione,"gasped Hermione, looking thunderstruck.",gasped
16053,58354,Ron,"said Ron, looking bewildered.",said
16054,58356,Malfoy,Lucius Malfoy must have got him too!,got
16055,58359,Malfoy,Malfoy heard him move - or guessed someone was there - or just did the Imperius Curse on the off-chance there'd be a guard there?,heard
16056,58365,Harry,"    'I didn't hear all the conversation, but that's what it sounded like,' said Harry.",said
16057,58370,Hermione,"    Hermione nodded, apparently still lost in thought.",nodded
16058,58374,Hermione,"    'You're supposed to be learning how to close your mind to this sort of thing,' said Hermione",said
16059,58375,Harry,"    'I know I am,' said Harry.",said
16060,58377,Hermione,"    'Well, I think we should just try and forget what you saw,' said Hermione firmly.",said
16061,58379,Harry,"    Harry was so angry with her he did not talk to her for the rest of the day, which proved to be another bad one.",was
16062,58386,Harry,"    A couple of weeks after his dream of Rookwood, Harry was to be found, yet again, kneeling on the floor of Snape's office, trying to clear his head.",was
16063,58388,Snape,"    That last memory,' said Snape.",said
16064,58390,Harry,"    'I don't know,' said Harry, getting wearily to his feet.",said
16065,58391,Snape,that Snape kept calling forth,kept
16066,58393,Snape,"    'No,' said Snape softly.",said
16067,58400,Harry,"nothing,' said Harry.",said
16068,58404,Snape,said Snape.,said
16069,58405,Harry,"    'It - ' said Harry, looking everywhere but at Snape, 'it was -just a dream I had.'",said
16070,58408,Harry,during which Harry stared fixedly at a large dead frog suspended in a jar of purple liquid,stared
16071,58410,Snape,"said Snape, in a low, dangerous voice.",said
16072,58412,Harry,"    'Yes,' said Harry stiffly.",said
16073,58414,Harry,"    'So I can learn Occlumency, said Harry, now glaring at a dead eel.",said
16074,58416,Harry,"- ' Harry looked back at Snape, hating him '",looked
16075,58419,Snape,"    'Perhaps,' said Snape, his dark, cold eyes narrowing slightly, 'perhaps you actually enjoy having these visions and dreams, Potter.",said
16076,58421,Harry,"    'No, they don't,' said Harry, his jaw set and his fingers clenched tightly around the handle of his wand.",said
16077,58422,Snape,"    That is just as well, Potter,' said Snape coldly, 'because you a;-e neither special nor important, and it is not up to you to find out what the Dark Lord is saying to his Death Eaters.'",said
16078,58424,Harry,Harry shot at him.,shot
16079,58426,Harry,"For a long moment they stared at each other, Harry convinced he had gone too far.",convinced
16080,58444,Snape,"Snape standing in front of him, his eyes fixed on Harry's face, muttering under his breath",standing
16081,58447,Snape,"and somehow, Snape was growing clearer, and the Dementors were growing fainter .",growing
16082,58450,Harry,    Harry raised his own wand.,raised
16083,58452,Snape,"    Snape staggered - his wand flew upwards, away from Harry - 'and suddenly Harry's mind was teeming with memories that were not his",staggered
16084,58460,Harry,    Harry felt as though he had been pushed hard in the chest,felt
16085,58461,Snape,"Snape was shaking slightly, and was very white in the face.",shaking
16086,58464,Reparo,"    'Reparo,' hissed Snape, and the jar sealed itself at once.",hissed
16087,58471,Snape,"Panting slightly, Snape straightened the Pensieve in which he had again stored some of his thoughts before starting the lesson, almost as though he was checking they were still there.",straightened
16088,58478,Harry,    Harry did not speak,speak
16089,58482,Snape,said Snape.,said
16090,58483,Harry,    Harry felt a thrill of dread,felt
16091,58485,Snape,"    'On the count of three, then,' said Snape, raising his wand once more.",said
16092,58492,Harry,    Harry opened his eyes.,opened
16093,58495,Snape,"said Snape, who was standing over him, looking furious.",said
16094,58499,Harry,"dunno what happened,' said Harry truthfully, standing up.",said
16095,58510,Harry,"said Harry, firing up again.",said
16096,58513,Snape,    Snape opened his mouth in a snarl - and a woman screamed from somewhere outside the room.,opened
16097,58517,Harry,    Harry could hear a muffled commotion coming from what he thought might be the Entrance Hall.,hear
16098,58518,Snape,"Snape looked round at him, frowning.",looked
16099,58520,Harry,    Harry shook his head.,shook
16100,58522,Snape,Snape strode to his office door,strode
16101,58523,Harry,"Harry hesitated for a moment, then followed.",hesitated
16102,58524,Harry,as Harry ran towards the stone steps leading up from the dungeons,ran
16103,58526,Harry,Harry pushed forwards through a knot of tall Slytherins and saw that the onlookers had formed a great ring,pushed
16104,58527,McGonagall,Professor McGonagall was directly opposite Harry en the other side of the Hall,was
16105,58528,Trelawney,"    Professor Trelawney was standing in the middle of the Entrance Hall with her wand in one hand and an empty sherry bottle in the other, looking utterly mad.",standing
16106,58543,Harry,"Harry, moving slightly to his right, saw that Trelawney's terrifying vision was nothing other than Professor Umbridge",moving
16107,58549,Umbridge,"    'It was your home,' said Professor Umbridge, and Harry was revolted to see the enjoyment stretching her toadlike face as she watched Professor Trelawney sink, sobbing uncontrollably, on to one of her trunks, 'until an hour ago, when the Minister for Magic: countersigned your Order of Dismissal.",said
16108,58552,Trelawney,"as Professor Trelawney shuddered and moaned, rocking backwards and forwards on her trunk in paroxysms of grief",shuddered
16109,58553,Harry,Harry heard a muffled sob to his left and looked around.,heard
16110,58556,McGonagall,Professor McGonagall had broken away from the spectators,broken
16111,58573,Umbridge,"said Umbridge in a deadly voice, taking a few steps forward.",said
16112,58580,Dumbledore,as Dumbledore appeared in the entrance,appeared
16113,58581,Harry,Harry could not imagine,imagine
16114,58584,Umbridge,"said Umbridge, with a singularly unpleasant little laugh.",said
16115,58588,Trelawney,that Professor Trelawney is not up to scratch,is
16116,58590,Dumbledore,"    To Harry's very great surprise, Dumbledore continued to smile.",continued
16117,58594,Trelawney,that Professor Trelawney continue to live at Hogwarts,continue
16118,58595,Trelawney,"    At this, Professor Trelawney gave a wild little laugh in which a hiccough was barely hidden.",gave
16119,58598,Dumbledore,"    'No,' said Dumbledore sharply.",said
16120,58602,McGonagall,"    'Of course,' said McGonagall.",said
16121,58608,Flitwick,"Professor Flitwick went scurrying after them, his wand held out before him",went
16122,58609,Flitwick,"and Professor Trelawney's luggage rose into the air and proceeded up the staircase after her, Professor Flitwick bringing up the rear.",bringing
16123,58610,Umbridge,"    Professor Umbridge was standing stock still, staring at Dumbledore, who continued to smile benignly.",standing
16124,58612,Dumbledore,"    'Oh, that won't be a problem,' said Dumbledore pleasantly.",said
16125,58615,Umbridge,said Umbridge shrilly.,said
16126,58618,Dumbledore,"    'The Ministry has the right to appoint a suitable candidate if - and only if - the Headmaster is unable to find one,' said Dumbledore.",said
16127,58622,Harry,Harry heard hooves.,heard
16128,58624,Harry,"Harry had seen once before on a dark, dangerous night in the Forbidden Forest",seen
16129,58625,Dumbledore,"    This is Firenze,' said Dumbledore happily to a thunderstruck Umbridge.",said
16130,58632,Parvati,Parvati was curling her eyelashes around her wand and examining the effect in the back of her spoon.,curling
16131,58634,Hermione,"    'Not really,' said Hermione indifferently, who was reading the Daily Prophet.",said
16132,58638,Lavender,"said Lavender, sounding shocked.",said
16133,58642,Parvati,sighed Parvati.,sighed
